EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
732,60,0,Travel_Rarely,1179,Sales,16,Master,Marketing,Male,84,2,Sales Executive,Low,Single,5405,11924,8,Yes,No,14,Excellent,Very High,10,1,3,2,2,2
733,27,0,Travel_Frequently,294,Research & Development,10,College,Life Sciences,Male,32,3,Manufacturing Director,Low,Divorced,8793,4809,1,Yes,No,21,Outstanding,High,9,4,2,9,7,1
734,41,0,Travel_Rarely,314,Human Resources,1,Bachelor,Human Resources,Male,59,5,Manager,High,Married,19189,19562,1,Yes,No,12,Excellent,Medium,22,3,3,22,7,2
738,50,0,Travel_Rarely,316,Sales,8,Master,Marketing,Male,54,1,Sales Representative,Medium,Married,3875,9983,7,Yes,No,15,Excellent,Very High,4,2,3,2,2,2
741,28,1,Travel_Rarely,654,Research & Development,1,College,Life Sciences,Female,67,1,Research Scientist,Medium,Single,2216,3872,7,Yes,Yes,13,Excellent,Very High,10,4,3,7,7,3
742,36,0,Non-Travel,427,Research & Development,8,Bachelor,Life Sciences,Female,63,3,Research Director,Low,Married,11713,20335,9,Yes,No,14,Excellent,Low,10,2,3,8,7,0
743,38,0,Travel_Rarely,168,Research & Development,1,Bachelor,Life Sciences,Female,81,3,Manufacturing Director,High,Single,7861,15397,4,Yes,Yes,14,Excellent,Very High,10,4,4,1,0,0
744,44,0,Non-Travel,381,Research & Development,24,Bachelor,Medical,Male,49,1,Laboratory Technician,High,Single,3708,2104,2,Yes,No,14,Excellent,High,9,5,3,5,2,1
746,47,0,Travel_Frequently,217,Sales,3,Bachelor,Medical,Female,49,4,Sales Executive,High,Divorced,13770,10225,9,Yes,Yes,12,Excellent,Very High,28,2,2,22,2,11
747,30,0,Travel_Rarely,501,Sales,27,Doctor,Marketing,Male,99,2,Sales Executive,Very High,Divorced,5304,25275,7,Yes,No,23,Outstanding,Very High,10,2,2,8,7,7
749,29,0,Travel_Rarely,1396,Sales,10,Bachelor,Life Sciences,Male,99,1,Sales Representative,High,Single,2642,2755,1,Yes,No,11,Excellent,High,1,6,3,1,0,0
752,42,1,Travel_Frequently,933,Research & Development,19,Bachelor,Medical,Male,57,1,Research Scientist,High,Divorced,2759,20366,6,Yes,Yes,12,Excellent,Very High,7,2,3,2,2,2
754,43,0,Travel_Frequently,775,Sales,15,Bachelor,Life Sciences,Male,47,2,Sales Executive,Very High,Married,6804,23683,3,Yes,No,18,Excellent,High,7,5,3,2,2,2
757,34,0,Travel_Rarely,970,Research & Development,8,College,Medical,Female,96,2,Healthcare Representative,High,Single,6142,7360,3,Yes,No,11,Excellent,Very High,10,2,3,5,1,4
758,23,0,Travel_Rarely,650,Research & Development,9,Below College,Medical,Male,37,1,Laboratory Technician,Low,Married,2500,4344,1,Yes,No,14,Excellent,Very High,5,2,4,4,3,0
760,39,0,Travel_Rarely,141,Human Resources,3,Bachelor,Human Resources,Female,44,2,Human Resources,Medium,Married,6389,18767,9,Yes,No,15,Excellent,High,12,3,1,8,3,3
762,56,0,Travel_Rarely,832,Research & Development,9,Bachelor,Medical,Male,81,4,Healthcare Representative,Very High,Married,11103,20420,7,Yes,No,11,Excellent,High,30,1,2,10,7,1
763,40,0,Travel_Rarely,804,Research & Development,2,Below College,Medical,Female,86,1,Research Scientist,Very High,Single,2342,22929,0,Yes,Yes,20,Outstanding,Very High,5,2,2,4,2,2
764,27,0,Travel_Rarely,975,Research & Development,7,Bachelor,Medical,Female,55,2,Healthcare Representative,Low,Single,6811,23398,8,Yes,No,19,Excellent,Low,9,2,1,7,6,0
766,29,0,Travel_Rarely,1090,Sales,10,Bachelor,Marketing,Male,83,1,Sales Representative,Medium,Divorced,2297,17967,1,Yes,No,14,Excellent,Very High,2,2,3,2,2,2
769,53,0,Travel_Rarely,346,Research & Development,6,Bachelor,Life Sciences,Male,86,2,Laboratory Technician,Very High,Single,2450,10919,2,Yes,No,17,Excellent,Very High,19,4,3,2,2,2
771,35,0,Non-Travel,1225,Research & Development,2,Master,Life Sciences,Female,61,2,Healthcare Representative,Low,Divorced,5093,4761,2,Yes,No,11,Excellent,Low,16,2,4,1,0,0
772,32,0,Travel_Frequently,430,Research & Development,24,Master,Life Sciences,Male,80,2,Laboratory Technician,Very High,Married,5309,21146,1,Yes,No,15,Excellent,Very High,10,2,3,10,8,4
773,38,0,Travel_Rarely,268,Research & Development,2,Doctor,Medical,Male,92,1,Research Scientist,High,Married,3057,20471,6,Yes,Yes,13,Excellent,Medium,6,0,1,1,0,0
775,34,0,Travel_Rarely,167,Research & Development,8,Doctor,Life Sciences,Female,32,2,Manufacturing Director,Low,Divorced,5121,4187,3,Yes,No,14,Excellent,High,7,3,3,0,0,0
776,52,0,Travel_Rarely,621,Sales,3,Master,Marketing,Male,31,4,Manager,Low,Married,16856,10084,1,Yes,No,11,Excellent,Low,34,3,4,34,6,1
780,33,1,Travel_Rarely,527,Research & Development,1,Master,Other,Male,63,1,Research Scientist,Very High,Single,2686,5207,1,Yes,Yes,13,Excellent,High,10,2,2,10,9,7
781,25,0,Travel_Rarely,883,Sales,26,Below College,Medical,Female,32,2,Sales Executive,Very High,Single,6180,22807,1,Yes,No,23,Outstanding,Medium,6,5,2,6,5,1
783,45,0,Travel_Rarely,954,Sales,2,College,Technical Degree,Male,46,2,Sales Representative,High,Single,6632,12388,0,Yes,No,13,Excellent,Low,9,3,3,8,7,3
784,23,0,Travel_Rarely,310,Research & Development,10,Below College,Medical,Male,79,1,Research Scientist,High,Single,3505,19630,1,Yes,No,18,Excellent,Very High,2,3,3,2,2,0
785,47,1,Travel_Frequently,719,Sales,27,College,Life Sciences,Female,77,2,Sales Executive,High,Single,6397,10339,4,Yes,Yes,12,Excellent,Very High,8,2,3,5,4,1
786,34,0,Travel_Rarely,304,Sales,2,Bachelor,Other,Male,60,2,Sales Executive,Very High,Single,6274,18686,1,Yes,No,22,Outstanding,High,6,5,3,6,5,1
787,55,1,Travel_Rarely,725,Research & Development,2,Bachelor,Medical,Male,78,5,Manager,Low,Married,19859,21199,5,Yes,Yes,13,Excellent,Very High,24,2,3,5,2,1
789,36,0,Non-Travel,1434,Sales,8,Master,Life Sciences,Male,76,3,Sales Executive,Low,Single,7587,14229,1,Yes,No,15,Excellent,Medium,10,1,3,10,7,0
791,52,0,Non-Travel,715,Research & Development,19,Master,Medical,Male,41,1,Research Scientist,Very High,Married,4258,26589,0,Yes,No,18,Excellent,Low,5,3,3,4,3,1
792,26,0,Travel_Frequently,575,Research & Development,1,College,Life Sciences,Female,71,1,Laboratory Technician,Very High,Divorced,4364,5288,3,Yes,No,14,Excellent,Low,5,2,3,2,2,2
793,29,0,Travel_Rarely,657,Research & Development,27,Bachelor,Medical,Female,66,2,Healthcare Representative,High,Married,4335,25549,4,Yes,No,12,Excellent,Low,11,3,2,8,7,1
796,26,1,Travel_Rarely,1146,Sales,8,Bachelor,Technical Degree,Male,38,2,Sales Executive,Low,Single,5326,3064,6,Yes,No,17,Excellent,High,6,2,2,4,3,1
797,34,0,Travel_Rarely,182,Research & Development,1,Master,Life Sciences,Female,72,1,Research Scientist,Very High,Single,3280,13551,2,Yes,No,16,Excellent,High,10,2,3,4,2,1
799,54,0,Travel_Rarely,376,Research & Development,19,Master,Medical,Female,95,2,Manufacturing Director,Low,Divorced,5485,22670,9,Yes,Yes,11,Excellent,Medium,9,4,3,5,3,1
800,27,0,Travel_Frequently,829,Sales,8,Below College,Marketing,Male,84,2,Sales Executive,Very High,Married,4342,24008,0,Yes,No,19,Excellent,Medium,5,3,3,4,2,1
802,37,0,Travel_Rarely,571,Research & Development,10,Below College,Life Sciences,Female,82,1,Research Scientist,Low,Divorced,2782,19905,0,Yes,Yes,13,Excellent,Medium,6,3,2,5,3,4
803,38,0,Travel_Frequently,240,Research & Development,2,Master,Life Sciences,Female,75,2,Manufacturing Director,Low,Single,5980,26085,6,Yes,Yes,12,Excellent,Very High,17,2,3,15,7,4
804,34,0,Travel_Rarely,121,Research & Development,2,Master,Medical,Female,86,1,Research Scientist,Low,Single,4381,7530,1,Yes,No,11,Excellent,High,6,3,3,6,5,1
805,35,0,Travel_Rarely,384,Sales,8,Master,Life Sciences,Female,72,1,Sales Representative,Very High,Married,2572,20317,1,Yes,No,16,Excellent,Medium,3,1,2,3,2,0
806,30,0,Travel_Rarely,921,Research & Development,1,Bachelor,Life Sciences,Male,38,1,Laboratory Technician,High,Married,3833,24375,3,Yes,No,21,Outstanding,High,7,2,3,2,2,0
807,40,0,Travel_Frequently,791,Research & Development,2,College,Medical,Female,38,2,Healthcare Representative,Medium,Married,4244,9931,1,Yes,No,24,Outstanding,Very High,8,2,3,8,7,3
808,34,0,Travel_Rarely,1111,Sales,8,College,Life Sciences,Female,93,2,Sales Executive,Low,Married,6500,13305,5,Yes,No,17,Excellent,Medium,6,1,3,3,2,1
809,42,0,Travel_Frequently,570,Research & Development,8,Bachelor,Life Sciences,Male,66,5,Manager,Very High,Divorced,18430,16225,1,Yes,No,13,Excellent,Medium,24,4,2,24,7,14
811,23,1,Travel_Rarely,1243,Research & Development,6,Bachelor,Life Sciences,Male,63,1,Laboratory Technician,Low,Married,1601,3445,1,Yes,Yes,21,Outstanding,High,1,2,3,0,0,0
812,24,0,Non-Travel,1092,Research & Development,9,Bachelor,Life Sciences,Male,60,1,Laboratory Technician,Medium,Divorced,2694,26551,1,Yes,No,11,Excellent,High,1,4,3,1,0,0
813,52,0,Travel_Rarely,1325,Research & Development,11,Master,Life Sciences,Female,82,2,Laboratory Technician,High,Married,3149,21821,8,Yes,No,20,Outstanding,Medium,9,3,3,5,2,1
815,50,0,Travel_Rarely,691,Research & Development,2,Bachelor,Medical,Male,64,4,Research Director,High,Married,17639,6881,5,Yes,No,16,Excellent,Very High,30,3,3,4,3,0
816,29,1,Travel_Rarely,805,Research & Development,1,College,Life Sciences,Female,36,1,Laboratory Technician,Low,Married,2319,6689,1,Yes,Yes,11,Excellent,Very High,1,1,3,1,0,0
817,33,0,Travel_Rarely,213,Research & Development,7,Bachelor,Medical,Male,49,3,Research Director,High,Married,11691,25995,0,Yes,No,11,Excellent,Very High,14,3,4,13,9,3
819,33,1,Travel_Rarely,118,Sales,16,Bachelor,Marketing,Female,69,2,Sales Executive,Low,Single,5324,26507,5,Yes,No,15,Excellent,High,6,3,3,3,2,0
820,47,0,Travel_Rarely,202,Research & Development,2,College,Other,Female,33,4,Manager,Very High,Married,16752,12982,1,Yes,Yes,11,Excellent,High,26,3,2,26,14,3
823,36,0,Travel_Rarely,676,Research & Development,1,Bachelor,Other,Female,35,2,Manufacturing Director,Medium,Married,5228,23361,0,Yes,No,15,Excellent,Low,10,2,3,9,7,0
824,29,0,Travel_Rarely,1252,Research & Development,23,College,Life Sciences,Male,81,1,Research Scientist,High,Married,2700,23779,1,Yes,No,24,Outstanding,High,10,3,3,10,7,0
825,58,1,Travel_Rarely,286,Research & Development,2,Master,Life Sciences,Male,31,5,Research Director,Medium,Single,19246,25761,7,Yes,Yes,12,Excellent,Very High,40,2,3,31,15,13
826,35,0,Travel_Rarely,1258,Research & Development,1,Master,Life Sciences,Female,40,1,Research Scientist,High,Single,2506,13301,3,Yes,No,13,Excellent,High,7,0,3,2,2,2
827,42,0,Travel_Rarely,932,Research & Development,1,College,Life Sciences,Female,43,2,Manufacturing Director,Very High,Married,6062,4051,9,Yes,Yes,13,Excellent,Very High,8,4,3,4,3,0
828,28,1,Travel_Rarely,890,Research & Development,2,Master,Medical,Male,46,1,Research Scientist,High,Single,4382,16374,6,Yes,No,17,Excellent,Very High,5,3,2,2,2,2
829,36,0,Travel_Rarely,1041,Human Resources,13,Bachelor,Human Resources,Male,36,1,Human Resources,Medium,Married,2143,25527,4,Yes,No,13,Excellent,Medium,8,2,3,5,2,0
830,32,0,Travel_Rarely,859,Research & Development,4,Bachelor,Life Sciences,Female,98,2,Manufacturing Director,High,Married,6162,19124,1,Yes,No,12,Excellent,High,14,3,3,14,13,6
832,40,0,Travel_Frequently,720,Research & Development,16,Master,Medical,Male,51,2,Laboratory Technician,High,Single,5094,11983,6,Yes,No,14,Excellent,Very High,10,6,3,1,0,0
833,30,0,Travel_Rarely,946,Research & Development,2,Bachelor,Medical,Female,52,2,Manufacturing Director,Very High,Single,6877,20234,5,Yes,Yes,24,Outstanding,Medium,12,4,2,0,0,0
834,45,0,Travel_Rarely,252,Research & Development,2,Bachelor,Life Sciences,Female,95,1,Research Scientist,High,Single,2274,6153,1,Yes,No,14,Excellent,Very High,1,3,3,1,0,0
836,42,0,Travel_Rarely,933,Research & Development,29,Bachelor,Life Sciences,Male,98,2,Manufacturing Director,Medium,Married,4434,11806,1,Yes,No,13,Excellent,Very High,10,3,2,9,8,7
837,38,0,Travel_Frequently,471,Research & Development,12,Bachelor,Life Sciences,Male,45,2,Healthcare Representative,Low,Divorced,6288,4284,2,Yes,No,15,Excellent,High,13,3,2,4,3,1
838,34,0,Travel_Frequently,702,Research & Development,16,Master,Life Sciences,Female,100,1,Research Scientist,Very High,Single,2553,8306,1,Yes,No,16,Excellent,High,6,3,3,5,2,1
840,49,1,Travel_Rarely,1184,Sales,11,Bachelor,Marketing,Female,43,3,Sales Executive,Very High,Married,7654,5860,1,Yes,No,18,Excellent,Low,9,3,4,9,8,7
842,55,1,Travel_Rarely,436,Sales,2,Below College,Medical,Male,37,2,Sales Executive,Very High,Single,5160,21519,4,Yes,No,16,Excellent,High,12,3,2,9,7,7
843,43,0,Travel_Rarely,589,Research & Development,14,College,Life Sciences,Male,94,4,Research Director,Low,Married,17159,5200,6,Yes,No,24,Outstanding,High,22,3,3,4,1,1
844,27,0,Travel_Rarely,269,Research & Development,5,Below College,Technical Degree,Male,42,3,Research Director,Very High,Divorced,12808,8842,1,Yes,Yes,16,Excellent,Medium,9,3,3,9,8,0
845,35,0,Travel_Rarely,950,Research & Development,7,Bachelor,Other,Male,59,3,Manufacturing Director,High,Single,10221,18869,3,Yes,No,21,Outstanding,Medium,17,3,4,8,5,1
846,28,0,Travel_Rarely,760,Sales,2,Master,Marketing,Female,81,2,Sales Executive,Medium,Married,4779,3698,1,Yes,Yes,20,Outstanding,Low,8,2,3,8,7,7
847,34,0,Travel_Rarely,829,Human Resources,3,College,Human Resources,Male,88,1,Human Resources,Very High,Married,3737,2243,0,Yes,No,19,Excellent,High,4,1,1,3,2,0
848,26,1,Travel_Frequently,887,Research & Development,5,College,Medical,Female,88,1,Research Scientist,High,Married,2366,20898,1,Yes,Yes,14,Excellent,Low,8,2,3,8,7,1
850,27,0,Non-Travel,443,Research & Development,3,Bachelor,Medical,Male,50,1,Research Scientist,Very High,Married,1706,16571,1,Yes,No,11,Excellent,High,0,6,2,0,0,0
851,51,0,Travel_Rarely,1318,Sales,26,Master,Marketing,Female,66,4,Manager,High,Married,16307,5594,2,Yes,No,14,Excellent,High,29,2,2,20,6,4
852,44,0,Travel_Rarely,625,Research & Development,4,Bachelor,Medical,Male,50,2,Healthcare Representative,Medium,Single,5933,5197,9,Yes,No,12,Excellent,Very High,10,2,2,5,2,2
854,25,0,Travel_Rarely,180,Research & Development,2,Below College,Medical,Male,65,1,Research Scientist,Low,Single,3424,21632,7,Yes,No,13,Excellent,High,6,3,2,4,3,0
855,33,0,Travel_Rarely,586,Sales,1,Bachelor,Medical,Male,48,2,Sales Executive,Low,Divorced,4037,21816,1,Yes,No,22,Outstanding,Low,9,5,3,9,8,0
856,35,0,Travel_Rarely,1343,Research & Development,27,Below College,Medical,Female,53,1,Research Scientist,Low,Single,2559,17852,1,Yes,No,11,Excellent,Very High,6,3,2,6,5,1
857,36,0,Travel_Rarely,928,Sales,1,College,Life Sciences,Male,56,2,Sales Executive,Very High,Married,6201,2823,1,Yes,Yes,14,Excellent,Very High,18,1,2,18,14,4
859,32,0,Travel_Rarely,117,Sales,13,Master,Life Sciences,Male,73,2,Sales Executive,Very High,Divorced,4403,9250,2,Yes,No,11,Excellent,High,8,3,2,5,2,0
861,30,0,Travel_Frequently,1012,Research & Development,5,Master,Life Sciences,Male,75,1,Research Scientist,Very High,Divorced,3761,2373,9,Yes,No,12,Excellent,Medium,10,3,2,5,4,0
862,53,0,Travel_Rarely,661,Sales,7,College,Marketing,Female,78,3,Sales Executive,Very High,Married,10934,20715,7,Yes,Yes,18,Excellent,Very High,35,3,3,5,2,0
864,45,0,Travel_Rarely,930,Sales,9,Bachelor,Marketing,Male,74,3,Sales Executive,Low,Divorced,10761,19239,4,Yes,Yes,12,Excellent,High,18,2,3,5,4,0
865,32,0,Travel_Rarely,638,Research & Development,8,College,Medical,Female,91,2,Research Scientist,High,Married,5175,22162,5,Yes,No,12,Excellent,High,9,3,2,5,3,1
867,52,0,Travel_Frequently,890,Research & Development,25,Master,Medical,Female,81,4,Manufacturing Director,Very High,Married,13826,19028,3,Yes,No,22,Outstanding,High,31,3,3,9,8,0
868,37,0,Travel_Rarely,342,Sales,16,Master,Marketing,Male,66,2,Sales Executive,High,Divorced,6334,24558,4,Yes,No,19,Excellent,Very High,9,2,3,1,0,0
869,28,0,Travel_Rarely,1169,Human Resources,8,College,Medical,Male,63,1,Human Resources,Very High,Divorced,4936,23965,1,Yes,No,13,Excellent,Very High,6,6,3,5,1,0
872,22,0,Travel_Rarely,1230,Research & Development,1,College,Life Sciences,Male,33,2,Manufacturing Director,Very High,Married,4775,19146,6,Yes,No,22,Outstanding,Low,4,2,1,2,2,2
874,44,0,Travel_Rarely,986,Research & Development,8,Master,Life Sciences,Male,62,1,Laboratory Technician,Very High,Married,2818,5044,2,Yes,Yes,24,Outstanding,High,10,2,2,3,2,0
875,42,0,Travel_Frequently,1271,Research & Development,2,Below College,Medical,Male,35,1,Research Scientist,Very High,Single,2515,9068,5,Yes,Yes,14,Excellent,Very High,8,2,3,2,1,2
878,36,0,Travel_Rarely,1278,Human Resources,8,Bachelor,Life Sciences,Male,77,1,Human Resources,Low,Married,2342,8635,0,Yes,No,21,Outstanding,High,6,3,3,5,4,0
879,25,0,Travel_Rarely,141,Sales,3,Below College,Other,Male,98,2,Sales Executive,Low,Married,4194,14363,1,Yes,Yes,18,Excellent,Very High,5,3,3,5,3,0
880,35,0,Travel_Rarely,607,Research & Development,9,Bachelor,Life Sciences,Female,66,3,Manufacturing Director,High,Married,10685,23457,1,Yes,Yes,20,Outstanding,Medium,17,2,3,17,14,5
881,35,1,Travel_Frequently,130,Research & Development,25,Master,Life Sciences,Female,96,1,Research Scientist,Medium,Divorced,2022,16612,1,Yes,Yes,19,Excellent,Low,10,3,2,10,2,7
882,32,0,Non-Travel,300,Research & Development,1,Bachelor,Life Sciences,Male,61,1,Laboratory Technician,Very High,Divorced,2314,9148,0,Yes,No,12,Excellent,Medium,4,2,3,3,0,0
885,25,0,Travel_Rarely,583,Sales,4,Below College,Marketing,Male,87,2,Sales Executive,Low,Married,4256,18154,1,Yes,No,12,Excellent,Low,5,1,4,5,2,0
887,49,0,Travel_Rarely,1418,Research & Development,1,Bachelor,Technical Degree,Female,36,1,Research Scientist,Low,Married,3580,10554,2,Yes,No,16,Excellent,Medium,7,2,3,4,2,0
888,24,0,Non-Travel,1269,Research & Development,4,Below College,Life Sciences,Male,46,1,Laboratory Technician,Very High,Married,3162,10778,0,Yes,No,17,Excellent,Very High,6,2,2,5,2,3
889,32,0,Travel_Frequently,379,Sales,5,College,Life Sciences,Male,48,2,Sales Executive,Medium,Married,6524,8891,1,Yes,No,14,Excellent,Very High,10,3,3,10,8,5
893,38,0,Travel_Rarely,395,Sales,9,Bachelor,Marketing,Male,98,1,Sales Representative,Medium,Married,2899,12102,0,Yes,No,19,Excellent,Very High,3,3,3,2,2,1
894,42,0,Travel_Rarely,1265,Research & Development,3,Bachelor,Life Sciences,Female,95,2,Laboratory Technician,Very High,Married,5231,23726,2,Yes,Yes,13,Excellent,Medium,17,1,2,5,3,1
895,31,0,Travel_Rarely,1222,Research & Development,11,Master,Life Sciences,Male,48,1,Research Scientist,Very High,Married,2356,14871,3,Yes,Yes,19,Excellent,Medium,8,2,3,6,4,0
896,29,1,Travel_Rarely,341,Sales,1,Bachelor,Medical,Female,48,1,Sales Representative,High,Divorced,2800,23522,6,Yes,Yes,19,Excellent,High,5,3,3,3,2,0
897,53,0,Travel_Rarely,868,Sales,8,Bachelor,Marketing,Male,73,4,Sales Executive,Very High,Married,11836,22789,5,Yes,No,14,Excellent,High,28,3,3,2,0,2
899,35,0,Travel_Rarely,672,Research & Development,25,Bachelor,Technical Degree,Male,78,3,Manufacturing Director,Medium,Married,10903,9129,3,Yes,No,16,Excellent,Low,16,2,3,13,10,4
900,37,0,Travel_Frequently,1231,Sales,21,College,Medical,Female,54,1,Sales Representative,Very High,Married,2973,21222,5,Yes,No,15,Excellent,Medium,10,3,3,5,4,0
901,53,0,Travel_Rarely,102,Research & Development,23,Master,Life Sciences,Female,72,4,Research Director,Very High,Single,14275,20206,6,Yes,No,18,Excellent,High,33,0,3,12,9,3
902,43,0,Travel_Frequently,422,Research & Development,1,Bachelor,Life Sciences,Female,33,2,Healthcare Representative,Very High,Married,5562,21782,4,Yes,No,13,Excellent,Medium,12,2,2,5,2,2
903,47,0,Travel_Rarely,249,Sales,2,College,Marketing,Female,35,2,Sales Executive,Very High,Married,4537,17783,0,Yes,Yes,22,Outstanding,Low,8,2,3,7,6,7
904,37,0,Non-Travel,1252,Sales,19,College,Medical,Male,32,3,Sales Executive,Medium,Single,7642,4814,1,Yes,Yes,13,Excellent,Very High,10,2,3,10,0,0
905,50,0,Non-Travel,881,Research & Development,2,Master,Life Sciences,Male,98,4,Manager,Low,Divorced,17924,4544,1,Yes,No,11,Excellent,Very High,31,3,3,31,6,14
909,39,0,Travel_Rarely,1383,Human Resources,2,Bachelor,Life Sciences,Female,42,2,Human Resources,Very High,Married,5204,7790,8,Yes,No,11,Excellent,High,13,2,3,5,4,0
910,33,0,Travel_Rarely,1075,Human Resources,3,College,Human Resources,Male,57,1,Human Resources,Medium,Divorced,2277,22650,3,Yes,Yes,11,Excellent,High,7,4,4,4,3,0
911,32,1,Travel_Rarely,374,Research & Development,25,Master,Life Sciences,Male,87,1,Laboratory Technician,Very High,Single,2795,18016,1,Yes,Yes,24,Outstanding,High,1,2,1,1,0,0
912,29,0,Travel_Rarely,1086,Research & Development,7,Below College,Medical,Female,62,1,Laboratory Technician,Very High,Divorced,2532,6054,6,Yes,No,14,Excellent,High,8,5,3,4,3,0
